date,prc_val,div_val,prc_adj_val,div_adj_val,pd,pd_adj
31may1974,5.07e+09,2.92e+07,6.70e+08,3389765,5.157169,5.285989
28jun1974,5.09e+09,1.36e+07,6.48e+08,1938284,5.927342,5.812644
31jul1974,4.51e+09,9987853,6.02e+08,1304467,6.112483,6.134338
30aug1974,3.98e+09,3.20e+07,5.48e+08,3585958,4.823307,5.02895
30sep1974,3.43e+09,1.19e+07,4.86e+08,1708848,5.667284,5.650269
31oct1974,4.28e+09,1.25e+07,5.67e+08,1546367,5.840756,5.904713
29nov1974,4.20e+09,3.53e+07,5.62e+08,3491997,4.778376,5.081378
31dec1974,3.94e+09,1.08e+07,5.26e+08,2020792,5.894606,5.561931
31jan1975,4.36e+09,9466133,5.91e+08,1065712,6.132133,6.317583
28feb1975,4.93e+09,3.06e+07,6.36e+08,3592777,5.081933,5.176335
31mar1975,4.91e+09,1.58e+07,6.49e+08,2150235,5.742359,5.710399
30apr1975,5.14e+09,1.07e+07,6.73e+08,1464461,6.169527,6.130549
30may1975,5.43e+09,3.19e+07,7.11e+08,3436782,5.135695,5.332021
30jun1975,5.66e+09,1.60e+07,7.47e+08,2266769,5.871878,5.797503
31jul1975,5.19e+09,1.09e+07,6.97e+08,1456396,6.162578,6.171135
29aug1975,4.91e+09,3.11e+07,6.82e+08,3279108,5.062803,5.337043
30sep1975,4.68e+09,1.48e+07,6.54e+08,2115621,5.759985,5.733897
31oct1975,5.15e+09,1.77e+07,6.85e+08,1778165,5.672424,5.954251
28nov1975,5.48e+09,3.28e+07,7.31e+08,3201015,5.119379,5.43118
31dec1975,5.18e+09,1.14e+07,7.00e+08,2122293,6.11764,5.797946
30jan1976,5.70e+09,8851702,7.81e+08,1342063,6.467275,6.366385
27feb1976,5.60e+09,3.33e+07,7.93e+08,3643330,5.12459,5.383078
31mar1976,5.55e+09,1.77e+07,7.99e+08,2306588,5.749397,5.848051
30apr1976,5.48e+09,8661976,7.92e+08,1059661,6.449695,6.617122
28may1976,5.54e+09,3.74e+07,8.03e+08,4385637,4.999967,5.209823
30jun1976,5.77e+09,1.72e+07,8.25e+08,2187237,5.817322,5.933323
30jul1976,5.30e+09,9527489,8.13e+08,1239205,6.321778,6.486807
31aug1976,5.27e+09,3.43e+07,8.01e+08,4283977,5.034517,5.231185
30sep1976,5.34e+09,2.59e+07,8.25e+08,2363492,5.327868,5.854757
29oct1976,5.22e+09,1.27e+07,8.04e+08,1586790,6.02298,6.22797
30nov1976,5.39e+09,3.80e+07,8.42e+08,4851541,4.954942,5.157055
31dec1976,5.39e+09,1.09e+07,8.61e+08,2056381,6.20118,6.036755
31jan1977,4.89e+09,1.18e+07,8.26e+08,1517042,6.023602,6.300366
28feb1977,5.00e+09,3.24e+07,8.26e+08,4382702,5.038909,5.238681
31mar1977,5.16e+09,1.84e+07,7.97e+08,2377638,5.635099,5.815321
29apr1977,5.13e+09,1.03e+07,7.96e+08,1240507,6.207188,6.464037
31may1977,5.05e+09,4.00e+07,8.07e+08,5419212,4.837663,5.003959
30jun1977,5.23e+09,1.53e+07,8.32e+08,2849316,5.833364,5.677353
29jul1977,4.96e+09,1.03e+07,8.12e+08,1204606,6.174739,6.513879
31aug1977,4.94e+09,3.66e+07,8.05e+08,5080351,4.904652,5.065994
30sep1977,4.83e+09,1.59e+07,8.07e+08,2382862,5.713958,5.825466
31oct1977,4.56e+09,1.30e+07,7.76e+08,1645810,5.860244,6.155716
30nov1977,5.12e+09,4.12e+07,8.41e+08,5658744,4.824134,5.001933
30dec1977,5.06e+09,1.27e+07,8.08e+08,2463928,5.988591,5.793291
31jan1978,4.63e+09,1.22e+07,7.62e+08,1662379,5.936198,6.127423
28feb1978,4.51e+09,3.69e+07,7.55e+08,4923174,4.808019,5.03333
31mar1978,4.54e+09,1.85e+07,7.71e+08,2733199,5.504765,5.642611
28apr1978,5.07e+09,1.09e+07,8.27e+08,1320144,6.137895,6.44049
31may1978,5.13e+09,4.34e+07,8.68e+08,5975132,4.772811,4.979136
30jun1978,4.96e+09,1.81e+07,8.38e+08,2899564,5.615135,5.666124
31jul1978,5.36e+09,1.24e+07,8.82e+08,1662428,6.069495,6.274096
31aug1978,5.52e+09,3.94e+07,9.22e+08,5273615,4.943622,5.163888
29sep1978,5.35e+09,1.71e+07,9.18e+08,2674290,5.743644,5.838668
31oct1978,4.91e+09,1.63e+07,8.19e+08,2571282,5.705222,5.763857
30nov1978,5.23e+09,4.42e+07,8.64e+08,5568767,4.774434,5.043875
29dec1978,4.47e+09,2.19e+07,8.69e+08,2877450,5.318324,5.710391
31jan1979,4.59e+09,1.47e+07,9.02e+08,2274864,5.741473,5.982934
28feb1979,4.30e+09,4.06e+07,8.73e+08,5339303,4.663103,5.09723
30mar1979,4.52e+09,2.10e+07,9.24e+08,2981005,5.371593,5.736235
30apr1979,4.70e+09,1.55e+07,9.23e+08,2318775,5.713796,5.986618
31may1979,4.60e+09,4.79e+07,9.25e+08,6657273,4.564554,4.934387
29jun1979,4.69e+09,2.08e+07,9.40e+08,3262711,5.417104,5.663773
31jul1979,4.69e+09,1.48e+07,9.40e+08,2235505,5.756534,6.041878
31aug1979,5.05e+09,4.12e+07,1.01e+09,6316503,4.807709,5.072892
28sep1979,4.89e+09,2.28e+07,1.00e+09,3004894,5.367027,5.810798
31oct1979,4.66e+09,1.93e+07,9.29e+08,3032578,5.486813,5.725188
30nov1979,5.02e+09,4.32e+07,1.01e+09,6618847,4.756046,5.029595
31dec1979,5.01e+09,1.80e+07,1.02e+09,3395165,5.62631,5.703011
31jan1980,5.30e+09,1.83e+07,1.08e+09,3031329,5.67082,5.873804
29feb1980,5.20e+09,4.03e+07,1.07e+09,6266963,4.860101,5.143575
31mar1980,4.80e+09,2.34e+07,9.32e+08,3740857,5.325853,5.518482
30apr1980,5.01e+09,1.62e+07,9.78e+08,2554968,5.736124,5.947255
30may1980,5.17e+09,4.39e+07,1.05e+09,6929977,4.769445,5.023345
30jun1980,5.20e+09,2.25e+07,1.09e+09,4253071,5.443552,5.549393
31jul1980,5.66e+09,2.03e+07,1.14e+09,3222795,5.630592,5.871521
29aug1980,5.61e+09,4.27e+07,1.18e+09,6500148,4.878426,5.200014
30sep1980,5.66e+09,2.21e+07,1.22e+09,3753989,5.546559,5.787233
31oct1980,5.82e+09,2.08e+07,1.25e+09,3771258,5.635074,5.800926
28nov1980,6.80e+09,4.39e+07,1.40e+09,8048247,5.043466,5.156953
31dec1980,6.09e+09,2.04e+07,1.33e+09,4166816,5.696026,5.76648
30jan1981,5.73e+09,1.36e+07,1.27e+09,2656335,6.039518,6.171915
27feb1981,5.98e+09,4.82e+07,1.28e+09,7715307,4.820616,5.113309
31mar1981,6.18e+09,2.58e+07,1.34e+09,4434670,5.479555,5.71084
30apr1981,5.93e+09,1.42e+07,1.32e+09,2441767,6.038725,6.290559
29may1981,5.77e+09,4.78e+07,1.34e+09,8254059,4.793646,5.093222
30jun1981,5.20e+09,2.69e+07,1.33e+09,4528903,5.266085,5.678766
31jul1981,4.89e+09,1.55e+07,1.31e+09,2788782,5.754976,6.152075
31aug1981,4.61e+09,4.48e+07,1.23e+09,7808369,4.63349,5.062505
30sep1981,4.62e+09,2.07e+07,1.14e+09,3849483,5.408933,5.690157
30oct1981,5.05e+09,2.00e+07,1.17e+09,3705518,5.531483,5.756636
30nov1981,5.44e+09,4.04e+07,1.25e+09,7011352,4.904409,5.185461
31dec1981,5.04e+09,2.13e+07,1.20e+09,4930629,5.466015,5.492151
29jan1982,5.05e+09,1.47e+07,1.17e+09,2474807,5.841626,6.154684
26feb1982,4.73e+09,4.12e+07,1.10e+09,7897569,4.744055,4.937432
31mar1982,4.77e+09,2.56e+07,1.07e+09,4430991,5.226861,5.484292
30apr1982,5.15e+09,1.22e+07,1.10e+09,2066728,6.048162,6.281614
28may1982,4.93e+09,5.03e+07,1.07e+09,8468431,4.585382,4.839067
30jun1982,5.00e+09,2.01e+07,1.05e+09,3922457,5.515488,5.587797
30jul1982,4.82e+09,1.52e+07,1.00e+09,2340267,5.758939,6.061792
31aug1982,5.49e+09,4.50e+07,1.12e+09,8380405,4.805395,4.899624
30sep1982,5.58e+09,2.10e+07,1.14e+09,3723106,5.580784,5.726558
29oct1982,7.49e+09,1.83e+07,1.27e+09,3088918,6.015489,6.019815
30nov1982,7.94e+09,4.77e+07,1.36e+09,8011811,5.114216,5.132684
31dec1982,7.92e+09,1.68e+07,1.39e+09,3729649,6.158934,5.917877
31jan1983,8.18e+09,1.99e+07,1.42e+09,3390426,6.019805,6.034953
28feb1983,8.61e+09,4.08e+07,1.45e+09,7579347,5.351615,5.255547
31mar1983,8.77e+09,2.51e+07,1.51e+09,4415055,5.854368,5.834015
29apr1983,9.37e+09,1.27e+07,1.61e+09,2188376,6.603881,6.602448
31may1983,9.42e+09,4.83e+07,1.65e+09,8698435,5.272626,5.242898
30jun1983,9.48e+09,2.26e+07,1.78e+09,4180417,6.038439,6.051356
29jul1983,8.63e+09,1.48e+07,1.67e+09,2679118,6.366077,6.437296
31aug1983,8.48e+09,4.57e+07,1.68e+09,8811239,5.224112,5.247828
30sep1983,8.54e+09,2.26e+07,1.71e+09,4286534,5.93521,5.990169
31oct1983,8.27e+09,2.00e+07,1.65e+09,3589499,6.022468,6.132409
30nov1983,8.47e+09,4.61e+07,1.72e+09,8913908,5.213312,5.264588
30dec1983,8.45e+09,2.02e+07,1.70e+09,4783436,6.036175,5.875542
31jan1984,8.25e+09,2.25e+07,1.66e+09,4405099,5.904454,5.934618
29feb1984,8.37e+09,5.29e+07,1.65e+09,1.88e+07,5.064413,4.470852
30mar1984,8.43e+09,3.58e+07,1.64e+09,5447052,5.461662,5.709418
30apr1984,8.54e+09,1.60e+07,1.64e+09,2885751,6.277061,6.342946
31may1984,8.02e+09,4.46e+07,1.54e+09,8886533,5.190593,5.153343
29jun1984,8.06e+09,3.26e+07,1.55e+09,6086182,5.508727,5.542348
31jul1984,7.96e+09,2.32e+07,1.50e+09,3272295,5.839452,6.130248
31aug1984,8.77e+09,4.23e+07,1.67e+09,8893100,5.335264,5.23315
28sep1984,8.58e+09,2.76e+07,1.67e+09,5042221,5.739239,5.800231
31oct1984,8.75e+09,2.26e+07,1.65e+09,4708443,5.958256,5.858713
30nov1984,8.68e+09,4.13e+07,1.65e+09,7717021,5.34672,5.362963
31dec1984,8.98e+09,2.81e+07,1.63e+09,5567336,5.765152,5.682249
31jan1985,9.67e+09,2.05e+07,1.76e+09,4082377,6.158465,6.066751
28feb1985,9.72e+09,3.91e+07,1.78e+09,8581667,5.516041,5.335116
29mar1985,9.83e+09,3.00e+07,1.77e+09,5522167,5.791201,5.768151
30apr1985,9.83e+09,1.73e+07,1.76e+09,3181668,6.343589,6.316503
31may1985,1.04e+10,5.86e+07,1.86e+09,1.68e+07,5.181343,4.703261
28jun1985,1.04e+10,3.28e+07,1.87e+09,5856397,5.759842,5.76376
31jul1985,1.03e+10,2.18e+07,1.86e+09,4875080,6.161203,5.945397
30aug1985,1.02e+10,4.37e+07,1.85e+09,9680815,5.455235,5.251334
30sep1985,9.78e+09,2.80e+07,1.76e+09,5264815,5.856127,5.812398
31oct1985,1.01e+10,2.26e+07,1.84e+09,4951193,6.100477,5.918315
29nov1985,1.10e+10,4.89e+07,1.96e+09,8479884,5.41634,5.444088
31dec1985,1.16e+10,3.14e+07,2.04e+09,7015386,5.909064,5.674735
31jan1986,1.16e+10,1.96e+07,2.05e+09,4168095,6.380616,6.196346
28feb1986,1.24e+10,4.10e+07,2.18e+09,9132592,5.715869,5.475651
31mar1986,1.34e+10,3.16e+07,2.31e+09,7243143,6.048056,5.764194
30apr1986,1.33e+10,2.77e+07,2.27e+09,4785005,6.172843,6.161188
30may1986,1.35e+10,5.76e+07,2.40e+09,1.11e+07,5.458622,5.380736
30jun1986,1.33e+10,2.68e+07,2.44e+09,6173619,6.210231,5.978095
31jul1986,1.18e+10,2.35e+07,2.28e+09,4710081,6.21987,6.182945
29aug1986,1.26e+10,3.76e+07,2.43e+09,8585693,5.814487,5.646141
30sep1986,1.14e+10,2.31e+07,2.23e+09,5631481,6.195211,5.981082
31oct1986,1.21e+10,2.03e+07,2.34e+09,6761148,6.386713,5.844733
28nov1986,1.23e+10,4.37e+07,2.37e+09,1.15e+07,5.643119,5.329856
31dec1986,1.20e+10,2.42e+07,2.28e+09,6262916,6.207923,5.896678
30jan1987,1.38e+10,1.87e+07,2.57e+09,4860048,6.597911,6.271645
27feb1987,1.47e+10,3.75e+07,2.70e+09,8926196,5.966884,5.711225
31mar1987,1.49e+10,2.62e+07,2.76e+09,6858300,6.346618,5.997241
30apr1987,1.49e+10,1.76e+07,2.70e+09,5622827,6.738801,6.173507
29may1987,1.47e+10,4.61e+07,2.73e+09,9881627,5.767466,5.622006
30jun1987,1.47e+10,2.41e+07,2.85e+09,6601230,6.410995,6.06948
31jul1987,1.42e+10,1.81e+07,2.94e+09,6022015,6.666405,6.190141
31aug1987,1.52e+10,4.18e+07,3.05e+09,1.01e+07,5.895033,5.714394
30sep1987,1.43e+10,2.27e+07,2.98e+09,7422716,6.445324,5.995454
30oct1987,1.09e+10,1.75e+07,2.29e+09,6210418,6.432329,5.911012
30nov1987,9.94e+09,4.07e+07,2.12e+09,1.04e+07,5.49871,5.322569
31dec1987,1.08e+10,2.23e+07,2.28e+09,6482108,6.182746,5.863078
29jan1988,1.09e+10,2.10e+07,2.37e+09,6787125,6.253689,5.854302
29feb1988,1.15e+10,4.59e+07,2.47e+09,1.10e+07,5.525931,5.409462
31mar1988,1.12e+10,2.30e+07,2.42e+09,7073560,6.190601,5.835464
29apr1988,1.12e+10,1.56e+07,2.44e+09,4506236,6.578462,6.293527
31may1988,1.09e+10,4.72e+07,2.44e+09,1.13e+07,5.44016,5.374848
30jun1988,1.15e+10,2.34e+07,2.53e+09,6864220,6.19529,5.910509
29jul1988,1.13e+10,1.98e+07,2.51e+09,7520325,6.340607,5.811731
31aug1988,1.08e+10,4.19e+07,2.44e+09,1.18e+07,5.551187,5.332272
30sep1988,1.13e+10,2.38e+07,2.50e+09,6650746,6.162941,5.929327
31oct1988,1.13e+10,4.36e+07,2.53e+09,7024623,5.559165,5.888234
30nov1988,1.10e+10,5.06e+07,2.49e+09,1.43e+07,5.380764,5.164196
30dec1988,1.13e+10,3.18e+07,2.51e+09,1.05e+07,5.869617,5.470236
31jan1989,1.18e+10,3.68e+07,2.65e+09,1.31e+07,5.770037,5.307446
28feb1989,1.15e+10,6.44e+07,2.61e+09,3.86e+07,5.183146,4.214503
31mar1989,1.16e+10,2.55e+07,2.63e+09,7997873,6.121171,5.793858
28apr1989,1.22e+10,2.33e+07,2.74e+09,8605340,6.259437,5.764042
31may1989,1.28e+10,4.98e+07,2.86e+09,1.47e+07,5.551139,5.268844
30jun1989,1.23e+10,4.94e+07,2.78e+09,7863690,5.518861,5.869719
31jul1989,1.31e+10,3.05e+07,2.99e+09,1.09e+07,6.060643,5.61317
31aug1989,1.34e+10,4.13e+07,3.06e+09,1.40e+07,5.784207,5.38694
29sep1989,1.35e+10,2.66e+07,3.03e+09,8619548,6.228094,5.861601
31oct1989,1.30e+10,2.36e+07,2.95e+09,8213858,6.312546,5.883779
30nov1989,1.30e+10,3.96e+07,2.99e+09,1.07e+07,5.794245,5.629288
29dec1989,1.32e+10,2.57e+07,3.11e+09,1.06e+07,6.239169,5.683351
31jan1990,1.22e+10,1.89e+07,2.81e+09,6587884,6.465733,6.056818
28feb1990,1.24e+10,3.81e+07,2.85e+09,1.14e+07,5.783376,5.526032
30mar1990,1.28e+10,3.00e+07,2.92e+09,1.31e+07,6.058688,5.402918
30apr1990,1.22e+10,2.24e+07,2.83e+09,9150382,6.299348,5.734718
31may1990,1.32e+10,4.53e+07,3.10e+09,1.31e+07,5.672228,5.469223
29jun1990,1.30e+10,2.25e+07,3.06e+09,8102699,6.36014,5.934572
31jul1990,1.26e+10,2.19e+07,3.03e+09,7408365,6.356563,6.01404
31aug1990,1.12e+10,4.17e+07,2.75e+09,1.26e+07,5.594706,5.385012
28sep1990,1.05e+10,1.72e+07,2.59e+09,6155004,6.409669,6.042237
31oct1990,1.03e+10,2.09e+07,2.53e+09,7388832,6.195004,5.83495
30nov1990,1.12e+10,3.79e+07,2.69e+09,1.13e+07,5.689765,5.474597
31dec1990,1.16e+10,2.54e+07,2.77e+09,9220416,6.128259,5.705189
31jan1991,1.26e+10,1.71e+07,2.88e+09,5852381,6.604299,6.198989
28feb1991,1.35e+10,3.82e+07,3.09e+09,1.17e+07,5.87082,5.579025
28mar1991,1.40e+10,2.09e+07,3.19e+09,6846638,6.50807,6.145007
30apr1991,1.34e+10,2.26e+07,3.18e+09,8191547,6.383201,5.96142
31may1991,1.38e+10,4.91e+07,3.31e+09,1.42e+07,5.63909,5.452466
28jun1991,1.28e+10,2.36e+07,3.18e+09,7357504,6.299015,6.067937
31jul1991,1.37e+10,2.16e+07,3.33e+09,6514054,6.45145,6.236225
30aug1991,1.41e+10,4.09e+07,3.42e+09,1.22e+07,5.843384,5.641028
30sep1991,1.40e+10,2.19e+07,3.40e+09,7303226,6.456004,6.14222
31oct1991,1.42e+10,1.63e+07,3.46e+09,5969606,6.771548,6.361813
29nov1991,1.37e+10,3.93e+07,3.34e+09,1.17e+07,5.854146,5.651261
31dec1991,1.57e+10,2.48e+07,3.73e+09,8563294,6.454032,6.077387
31jan1992,1.57e+10,1.67e+07,3.69e+09,5342440,6.843822,6.538485
28feb1992,1.60e+10,3.74e+07,3.74e+09,1.15e+07,6.058199,5.78542
31mar1992,1.53e+10,3.47e+07,3.68e+09,9400686,6.09036,5.969277
30apr1992,1.52e+10,1.58e+07,3.71e+09,5631574,6.86741,6.489444
29may1992,1.48e+10,4.31e+07,3.72e+09,1.25e+07,5.839764,5.69573
30jun1992,1.37e+10,2.65e+07,3.69e+09,9969101,6.246873,5.914847
31jul1992,1.42e+10,1.91e+07,3.83e+09,8485921,6.609141,6.11242
31aug1992,1.38e+10,3.93e+07,3.75e+09,1.26e+07,5.861926,5.694929
30sep1992,1.40e+10,2.28e+07,3.79e+09,8370059,6.420613,6.116729
30oct1992,1.44e+10,1.46e+07,3.83e+09,5608391,6.891514,6.526744
30nov1992,1.52e+10,4.13e+07,3.99e+09,1.28e+07,5.906528,5.74298
31dec1992,1.55e+10,2.36e+07,4.12e+09,9438332,6.490815,6.079269
29jan1993,1.57e+10,1.57e+07,4.12e+09,5460448,6.909865,6.625582
26feb1993,1.53e+10,3.61e+07,4.16e+09,1.17e+07,6.05307,5.869697
31mar1993,1.56e+10,3.15e+07,4.29e+09,1.18e+07,6.206501,5.894955
30apr1993,1.49e+10,1.71e+07,4.18e+09,5980923,6.770202,6.549406
28may1993,1.56e+10,4.47e+07,4.32e+09,1.36e+07,5.85338,5.7646
30jun1993,1.50e+10,3.87e+07,4.38e+09,1.05e+07,5.961271,6.035804
30jul1993,1.46e+10,2.13e+07,4.38e+09,9556423,6.530249,6.126796
31aug1993,1.52e+10,3.92e+07,4.58e+09,1.31e+07,5.962623,5.859312
30sep1993,1.53e+10,2.57e+07,4.63e+09,9417614,6.392646,6.196711
29oct1993,1.56e+10,1.77e+07,4.67e+09,8431899,6.781227,6.317061
30nov1993,1.52e+10,4.17e+07,4.61e+09,1.41e+07,5.898748,5.790601
31dec1993,1.56e+10,2.22e+07,4.81e+09,1.00e+07,6.556422,6.175558
31jan1994,1.61e+10,2.18e+07,4.89e+09,1.05e+07,6.600416,6.141497
28feb1994,1.58e+10,3.74e+07,4.79e+09,1.29e+07,6.04829,5.920309
31mar1994,1.50e+10,4.04e+07,4.61e+09,2.71e+07,5.919955,5.13587
29apr1994,1.49e+10,2.95e+07,4.66e+09,1.63e+07,6.223643,5.656873
31may1994,1.45e+10,5.53e+07,4.69e+09,2.02e+07,5.567428,5.448631
30jun1994,1.38e+10,2.45e+07,4.59e+09,1.02e+07,6.334515,6.107278
29jul1994,1.45e+10,1.93e+07,4.74e+09,7333834,6.62061,6.470913
31aug1994,1.49e+10,3.86e+07,4.90e+09,1.39e+07,5.953106,5.868214
30sep1994,1.44e+10,2.31e+07,4.78e+09,9829492,6.435229,6.187075
31oct1994,1.50e+10,2.06e+07,4.84e+09,9249749,6.585548,6.260914
30nov1994,1.44e+10,4.04e+07,4.66e+09,1.50e+07,5.878857,5.737499
30dec1994,1.47e+10,2.65e+07,4.74e+09,1.21e+07,6.316965,5.973202
31jan1995,1.47e+10,3.70e+07,4.78e+09,1.26e+07,5.987335,5.941931
28feb1995,1.53e+10,3.47e+07,4.95e+09,1.25e+07,6.087211,5.977096
31mar1995,1.59e+10,2.61e+07,5.12e+09,1.21e+07,6.416569,6.043101
28apr1995,1.64e+10,1.74e+07,5.22e+09,7474172,6.846067,6.548259
31may1995,1.69e+10,5.48e+07,5.41e+09,1.74e+07,5.731993,5.738002
30jun1995,1.72e+10,2.45e+07,5.56e+09,1.02e+07,6.553185,6.297276
31jul1995,1.77e+10,3.17e+07,5.79e+09,2.34e+07,6.326603,5.508393
31aug1995,1.76e+10,4.35e+07,5.87e+09,1.90e+07,6.00174,5.731288
29sep1995,1.80e+10,2.46e+07,6.06e+09,1.04e+07,6.59539,6.365406
31oct1995,1.79e+10,1.88e+07,6.00e+09,8562381,6.857958,6.551817
30nov1995,1.83e+10,5.27e+07,6.30e+09,2.50e+07,5.851709,5.52834
29dec1995,1.82e+10,3.77e+07,6.51e+09,1.46e+07,6.180444,6.100676
31jan1996,1.84e+10,2.12e+07,6.64e+09,9699293,6.763666,6.528198
29feb1996,1.85e+10,3.41e+07,6.69e+09,1.40e+07,6.295791,6.166665
29mar1996,1.88e+10,3.00e+07,6.82e+09,1.34e+07,6.438369,6.233541
30apr1996,1.94e+10,1.97e+07,7.04e+09,9011554,6.892969,6.660398
31may1996,1.96e+10,5.05e+07,7.31e+09,2.16e+07,5.96432,5.822362
28jun1996,1.91e+10,2.35e+07,7.20e+09,1.03e+07,6.702171,6.553351
31jul1996,1.79e+10,2.46e+07,6.79e+09,1.16e+07,6.594299,6.375859
30aug1996,1.85e+10,3.20e+07,7.06e+09,1.52e+07,6.358982,6.138173
30sep1996,1.98e+10,2.57e+07,7.43e+09,1.17e+07,6.647494,6.45722
31oct1996,2.01e+10,5.98e+07,7.60e+09,2.70e+07,5.820464,5.64214
29nov1996,2.16e+10,5.17e+07,8.05e+09,2.13e+07,6.032979,5.936008
31dec1996,2.05e+10,2.91e+07,8.00e+09,1.46e+07,6.558001,6.305747
31jan1997,2.16e+10,2.64e+07,8.36e+09,1.34e+07,6.708082,6.439095
28feb1997,2.14e+10,3.35e+07,8.34e+09,1.49e+07,6.460036,6.327687
31mar1997,2.04e+10,2.69e+07,7.99e+09,1.30e+07,6.631246,6.419557
30apr1997,2.10e+10,2.20e+07,8.30e+09,1.04e+07,6.859338,6.685181
30may1997,2.23e+10,3.99e+07,8.99e+09,1.82e+07,6.325056,6.200105
30jun1997,2.24e+10,2.48e+07,9.31e+09,1.40e+07,6.806854,6.499721
31jul1997,2.41e+10,2.51e+07,1.03e+10,1.54e+07,6.866041,6.501357
29aug1997,2.22e+10,2.58e+07,9.67e+09,1.42e+07,6.756758,6.525724
30sep1997,2.31e+10,2.54e+07,1.02e+10,1.53e+07,6.810957,6.502938
31oct1997,2.15e+10,2.76e+07,9.84e+09,1.79e+07,6.657149,6.308114
28nov1997,2.17e+10,3.13e+07,1.01e+10,1.76e+07,6.543241,6.356493
31dec1997,2.19e+10,4.35e+07,1.04e+10,2.39e+07,6.223821,6.076426
30jan1998,2.20e+10,2.00e+07,1.04e+10,1.14e+07,6.999958,6.810689
27feb1998,2.30e+10,2.82e+07,1.11e+10,1.65e+07,6.704656,6.513068
31mar1998,2.41e+10,3.02e+07,1.18e+10,2.05e+07,6.684045,6.355958
30apr1998,2.44e+10,6.56e+07,1.21e+10,3.65e+07,5.920052,5.799818
29may1998,2.31e+10,2.98e+07,1.18e+10,1.84e+07,6.654877,6.468418
30jun1998,2.34e+10,2.49e+07,1.22e+10,1.54e+07,6.846617,6.669209
